txn_id,date,category,amount,cat_mean,cat_std,zscore,flag_zscore,iqr_lower,iqr_upper,flag_iqr,flag_any,flag_both
t6119,2025-07-20,utilities,129.1,171.57908333333333,313.758289057824,-0.13538792380877837,False,8.457499999999982,252.4375,False,False,False
t5043,2025-02-11,food,43.24,36.979938162544165,168.11786331631885,0.03723614917516136,False,1.118749999999995,51.88875,False,False,False
t11209,2025-08-30,food,31.43,36.979938162544165,168.11786331631885,-0.03301218593351849,False,1.118749999999995,51.88875,False,False,False
t7239,2025-04-20,food,31.32,36.979938162544165,168.11786331631885,-0.03366648880074582,False,1.118749999999995,51.88875,False,False,False
t11506,2025-09-25,gas,55.48,84.77808823529412,299.82713509904016,-0.09771660001892843,False,7.237500000000004,105.4575,False,False,False
t11075,2025-02-14,other,38.3,118.9148635235732,265.9113593143569,-0.303164421901478,False,-24.800000000000004,183.36,False,False,False
t10997,2025-05-10,other,79.46,118.9148635235732,265.9113593143569,-0.14837599877382518,False,-24.800000000000004,183.36,False,False,False
t5000,2025-06-17,retail,116.95,124.89857504215851,219.24133142644965,-0.036254911382095266,False,-22.277500000000018,232.74250000000004,False,False,False
t8481,2025-10-04,other,115.1,118.9148635235732,265.9113593143569,-0.014346372916936306,False,-24.800000000000004,183.36,False,False,False
t9268,2025-09-24,food,30.81,36.979938162544165,168.11786331631885,-0.036700074821527096,False,1.118749999999995,51.88875,False,False,False
t8399,2025-05-17,food,26.29,36.979938162544165,168.11786331631885,-0.06358597445668653,False,1.118749999999995,51.88875,False,False,False
t2632,2025-07-08,food,21.47,36.979938162544165,168.11786331631885,-0.09225633645701141,False,1.118749999999995,51.88875,False,False,False
t3132,2025-07-07,other,52.1,118.9148635235732,265.9113593143569,-0.25126742872456814,False,-24.800000000000004,183.36,False,False,False
t9584,2025-09-24,travel,492.7,726.4738322368421,1221.1300231853377,-0.1914405737294373,False,-154.4500000000001,1171.0900000000001,False,False,False
t8219,2025-05-23,food,4.0,36.979938162544165,168.11786331631885,-0.19617152818847938,False,1.118749999999995,51.88875,False,False,False
t9277,2025-07-29,other,41.29,118.9148635235732,265.9113593143569,-0.2919200733798142,False,-24.800000000000004,183.36,False,False,False
t3814,2025-06-28,utilities,105.95,171.57908333333333,313.758289057824,-0.20917083507310377,False,8.457499999999982,252.4375,False,False,False
t5887,2025-10-27,utilities,174.77,171.57908333333333,313.758289057824,0.010169983640109063,False,8.457499999999982,252.4375,False,False,False
t5083,2025-06-04,food,42.35,36.979938162544165,168.11786331631885,0.03194224415850386,False,1.118749999999995,51.88875,False,False,False
a56,2025-10-04,entertainment,749.0,94.38987458745875,235.87284393375344,2.7752670230931424,False,-9.917500000000004,143.7025,True,True,False
t8824,2025-09-30,retail,110.56,124.89857504215851,219.24133142644965,-0.06540087559616362,False,-22.277500000000018,232.74250000000004,False,False,False
t1218,2025-09-02,utilities,60.35,171.57908333333333,313.758289057824,-0.3545056408464619,False,8.457499999999982,252.4375,False,False,False
t3992,2025-06-07,other,97.76,118.9148635235732,265.9113593143569,-0.07955607303922732,False,-24.800000000000004,183.36,False,False,False
t11148,2025-08-01,retail,114.35,124.89857504215851,219.24133142644965,-0.04811398915307773,False,-22.277500000000018,232.74250000000004,False,False,False
t7616,2025-06-20,travel,199.74,726.4738322368421,1221.1300231853377,-0.43134950597877225,False,-154.4500000000001,1171.0900000000001,False,False,False
t10692,2025-07-05,food,25.45,36.979938162544165,168.11786331631885,-0.06858246907914978,False,1.118749999999995,51.88875,False,False,False
t10185,2025-03-23,other,68.52,118.9148635235732,265.9113593143569,-0.18951752814740444,False,-24.800000000000004,183.36,False,False,False
t1684,2025-08-04,food,10.47,36.979938162544165,168.11786331631885,-0.15768662317974452,False,1.118749999999995,51.88875,False,False,False
t4575,2025-04-30,retail,168.43,124.89857504215851,219.24133142644965,0.19855482848335682,False,-22.277500000000018,232.74250000000004,False,False,False
t11541,2025-10-20,travel,429.63,726.4738322368421,1221.1300231853377,-0.24308945534114385,False,-154.4500000000001,1171.0900000000001,False,False,False
t10751,2025-05-13,entertainment,63.54,94.38987458745875,235.87284393375344,-0.13079027696856513,False,-9.917500000000004,143.7025,False,False,False
t11284,2025-01-26,food,31.37,36.979938162544165,168.11786331631885,-0.033369078406551574,False,1.118749999999995,51.88875,False,False,False
t7563,2025-05-30,food,17.94,36.979938162544165,168.11786331631885,-0.11325351028712484,False,1.118749999999995,51.88875,False,False,False
t5904,2025-04-15,utilities,136.85,171.57908333333333,313.758289057824,-0.11068738116089404,False,8.457499999999982,252.4375,False,False,False
t2583,2025-01-31,food,18.72,36.979938162544165,168.11786331631885,-0.10861390813769468,False,1.118749999999995,51.88875,False,False,False
t3003,2025-08-03,other,50.49,118.9148635235732,265.9113593143569,-0.257322077928541,False,-24.800000000000004,183.36,False,False,False
t10044,2025-08-23,gas,40.29,84.77808823529412,299.82713509904016,-0.1483791259273402,False,7.237500000000004,105.4575,False,False,False
t2088,2025-01-15,gas,25.57,84.77808823529412,299.82713509904016,-0.19747408190968524,False,7.237500000000004,105.4575,False,False,False
t8929,2025-09-03,gas,77.32,84.77808823529412,299.82713509904016,-0.024874627284253444,False,7.237500000000004,105.4575,False,False,False
t4149,2025-07-26,food,30.52,36.979938162544165,168.11786331631885,-0.03842505510785369,False,1.118749999999995,51.88875,False,False,False
t136,2025-08-27,other,78.69,118.9148635235732,265.9113593143569,-0.15127170056702957,False,-24.800000000000004,183.36,False,False,False
t9918,2025-05-25,travel,645.21,726.4738322368421,1221.1300231853377,-0.0665480585145749,False,-154.4500000000001,1171.0900000000001,False,False,False
t1744,2025-02-24,entertainment,77.4,94.38987458745875,235.87284393375344,-0.07202980344880426,False,-9.917500000000004,143.7025,False,False,False
t7342,2025-07-12,food,32.96,36.979938162544165,168.11786331631885,-0.023911427871174697,False,1.118749999999995,51.88875,False,False,False
t10875,2025-04-26,food,49.32,36.979938162544165,168.11786331631885,0.07340125310918112,False,1.118749999999995,51.88875,False,False,False
t3708,2025-01-07,entertainment,62.16,94.38987458745875,235.87284393375344,-0.13664088688611709,False,-9.917500000000004,143.7025,False,False,False
t5471,2025-04-19,utilities,185.08,171.57908333333333,313.758289057824,0.043029673278778414,False,8.457499999999982,252.4375,False,False,False
t701,2025-06-08,food,27.4,36.979938162544165,168.11786331631885,-0.05698346370557437,False,1.118749999999995,51.88875,False,False,False
t8558,2025-02-26,retail,88.97,124.89857504215851,219.24133142644965,-0.16387683293289848,False,-22.277500000000018,232.74250000000004,False,False,False
t11716,2025-06-30,entertainment,77.13,94.38987458745875,235.87284393375344,-0.07317448799789056,False,-9.917500000000004,143.7025,False,False,False
t1609,2025-05-08,other,68.82,118.9148635235732,265.9113593143569,-0.1883893326435586,False,-24.800000000000004,183.36,False,False,False
t5864,2025-01-21,retail,172.04,124.89857504215851,219.24133142644965,0.21502070184999003,False,-22.277500000000018,232.74250000000004,False,False,False
t430,2025-05-17,food,27.89,36.979938162544165,168.11786331631885,-0.05406884184247079,False,1.118749999999995,51.88875,False,False,False
t4024,2025-09-27,food,43.5,36.979938162544165,168.11786331631885,0.03878268322497141,False,1.118749999999995,51.88875,False,False,False
t6689,2025-02-14,food,45.7,36.979938162544165,168.11786331631885,0.05186874056951805,False,1.118749999999995,51.88875,False,False,False
t4101,2025-04-03,retail,214.44,124.89857504215851,219.24133142644965,0.408414893192165,False,-22.277500000000018,232.74250000000004,False,False,False
t8876,2025-09-03,entertainment,5.0,94.38987458745875,235.87284393375344,-0.37897484550008026,False,-9.917500000000004,143.7025,False,False,False
t8515,2025-03-27,gas,56.1,84.77808823529412,299.82713509904016,-0.09564874181858507,False,7.237500000000004,105.4575,False,False,False
t9650,2025-08-25,food,14.93,36.979938162544165,168.11786331631885,-0.1311576160176182,False,1.118749999999995,51.88875,False,False,False
t2271,2025-08-19,entertainment,66.81,94.38987458745875,235.87284393375344,-0.11692687520740942,False,-9.917500000000004,143.7025,False,False,False
t7693,2025-07-25,utilities,126.12,171.57908333333333,313.758289057824,-0.144885680852739,False,8.457499999999982,252.4375,False,False,False
t71,2025-09-11,travel,810.56,726.4738322368421,1221.1300231853377,0.06885930749930928,False,-154.4500000000001,1171.0900000000001,False,False,False
t5721,2025-02-05,food,22.46,36.979938162544165,168.11786331631885,-0.08636761065196541,False,1.118749999999995,51.88875,False,False,False
t10748,2025-08-03,gas,57.04,84.77808823529412,299.82713509904016,-0.09251360196645163,False,7.237500000000004,105.4575,False,False,False
t10153,2025-02-23,food,28.61,36.979938162544165,168.11786331631885,-0.049786132166073714,False,1.118749999999995,51.88875,False,False,False
a198,2025-04-19,other,1698.15,118.9148635235732,265.9113593143569,5.938953268293725,True,-24.800000000000004,183.36,True,True,True
t9138,2025-04-30,food,47.18,36.979938162544165,168.11786331631885,0.06067208823766758,False,1.118749999999995,51.88875,False,False,False
t2020,2025-10-26,retail,75.54,124.89857504215851,219.24133142644965,-0.22513353080378076,False,-22.277500000000018,232.74250000000004,False,False,False
t9837,2025-04-10,entertainment,41.35,94.38987458745875,235.87284393375344,-0.22486638861383879,False,-9.917500000000004,143.7025,False,False,False
t11352,2025-01-15,utilities,97.29,171.57908333333333,313.758289057824,-0.2367716995028687,False,8.457499999999982,252.4375,False,False,False
t6703,2025-08-24,food,30.25,36.979938162544165,168.11786331631885,-0.04003107123650259,False,1.118749999999995,51.88875,False,False,False
t4030,2025-09-29,entertainment,71.47,94.38987458745875,235.87284393375344,-0.09717046780466156,False,-9.917500000000004,143.7025,False,False,False
t7760,2025-05-18,food,31.35,36.979938162544165,168.11786331631885,-0.03348804256422927,False,1.118749999999995,51.88875,False,False,False
t11691,2025-10-25,food,31.96,36.979938162544165,168.11786331631885,-0.029859635755059528,False,1.118749999999995,51.88875,False,False,False
t8484,2025-01-27,entertainment,23.87,94.38987458745875,235.87284393375344,-0.2989741142361634,False,-9.917500000000004,143.7025,False,False,False
t3859,2025-01-02,other,88.8,118.9148635235732,265.9113593143569,-0.11325151208742389,False,-24.800000000000004,183.36,False,False,False
t745,2025-06-22,retail,109.18,124.89857504215851,219.24133142644965,-0.07169530918230042,False,-22.277500000000018,232.74250000000004,False,False,False
t1384,2025-08-12,food,26.13,36.979938162544165,168.11786331631885,-0.0645376877181081,False,1.118749999999995,51.88875,False,False,False
t5644,2025-05-04,food,21.89,36.979938162544165,168.11786331631885,-0.08975808914577976,False,1.118749999999995,51.88875,False,False,False
t8686,2025-03-15,food,28.91,36.979938162544165,168.11786331631885,-0.04800166980090826,False,1.118749999999995,51.88875,False,False,False
t10614,2025-05-02,utilities,250.29,171.57908333333333,313.758289057824,0.250864819868267,False,8.457499999999982,252.4375,False,False,False
t150,2025-06-15,other,84.83,118.9148635235732,265.9113593143569,-0.12818129925498417,False,-24.800000000000004,183.36,False,False,False
a120,2025-08-19,travel,1502.31,726.4738322368421,1221.1300231853377,0.6353427997285469,False,-154.4500000000001,1171.0900000000001,True,True,False
t812,2025-05-14,retail,116.96,124.89857504215851,219.24133142644965,-0.03620929954451461,False,-22.277500000000018,232.74250000000004,False,False,False
t5901,2025-04-10,food,31.66,36.979938162544165,168.11786331631885,-0.03164409812022498,False,1.118749999999995,51.88875,False,False,False
t4329,2025-04-25,gas,46.78,84.77808823529412,299.82713509904016,-0.126733319926972,False,7.237500000000004,105.4575,False,False,False
t6374,2025-05-02,other,14.49,118.9148635235732,265.9113593143569,-0.3927055383900449,False,-24.800000000000004,183.36,False,False,False
t3996,2025-06-04,food,26.35,36.979938162544165,168.11786331631885,-0.06322908198365342,False,1.118749999999995,51.88875,False,False,False
t4383,2025-04-20,food,24.11,36.979938162544165,168.11786331631885,-0.07655306764355545,False,1.118749999999995,51.88875,False,False,False
t1731,2025-04-26,other,60.58,118.9148635235732,265.9113593143569,-0.219377102482525,False,-24.800000000000004,183.36,False,False,False
t4360,2025-08-11,food,32.51,36.979938162544165,168.11786331631885,-0.02658812141892289,False,1.118749999999995,51.88875,False,False,False
t5028,2025-08-12,gas,48.1,84.77808823529412,299.82713509904016,-0.12233078311333782,False,7.237500000000004,105.4575,False,False,False
t1794,2025-08-21,travel,720.72,726.4738322368421,1221.1300231853377,-0.004711891549298826,False,-154.4500000000001,1171.0900000000001,False,False,False
t9080,2025-01-28,utilities,126.23,171.57908333333333,313.758289057824,-0.14453509250547872,False,8.457499999999982,252.4375,False,False,False
t5467,2025-01-08,entertainment,43.96,94.38987458745875,235.87284393375344,-0.21380110463933838,False,-9.917500000000004,143.7025,False,False,False
t11128,2025-01-27,entertainment,30.79,94.38987458745875,235.87284393375344,-0.26963627320032324,False,-9.917500000000004,143.7025,False,False,False
t8487,2025-02-17,gas,36.02,84.77808823529412,299.82713509904016,-0.16262066546841447,False,7.237500000000004,105.4575,False,False,False
t1122,2025-03-08,retail,141.57,124.89857504215851,219.24133142644965,0.07604143274159214,False,-22.277500000000018,232.74250000000004,False,False,False
t4619,2025-07-19,gas,47.47,84.77808823529412,299.82713509904016,-0.1244319938652996,False,7.237500000000004,105.4575,False,False,False
t5938,2025-09-12,other,89.88,118.9148635235732,265.9113593143569,-0.10919000827357878,False,-24.800000000000004,183.36,False,False,False
t9528,2025-01-22,food,35.78,36.979938162544165,168.11786331631885,-0.007137481638619474,False,1.118749999999995,51.88875,False,False,False
t2035,2025-04-18,food,13.44,36.979938162544165,168.11786331631885,-0.1400204457646066,False,1.118749999999995,51.88875,False,False,False
t3127,2025-05-18,utilities,107.01,171.57908333333333,313.758289057824,-0.20579243827223184,False,8.457499999999982,252.4375,False,False,False
t11065,2025-04-24,gas,53.76,84.77808823529412,299.82713509904016,-0.10345323889730026,False,7.237500000000004,105.4575,False,False,False
a63,2025-05-08,other,1995.53,118.9148635235732,265.9113593143569,7.057295864739337,True,-24.800000000000004,183.36,True,True,True
t3828,2025-07-22,travel,266.97,726.4738322368421,1221.1300231853377,-0.37629394373436076,False,-154.4500000000001,1171.0900000000001,False,False,False
t4368,2025-03-14,utilities,145.69,171.57908333333333,313.758289057824,-0.08251282670833952,False,8.457499999999982,252.4375,False,False,False
t5298,2025-10-08,other,59.97,118.9148635235732,265.9113593143569,-0.2216711000070116,False,-24.800000000000004,183.36,False,False,False
t3211,2025-08-09,other,98.34,118.9148635235732,265.9113593143569,-0.07737489506512532,False,-24.800000000000004,183.36,False,False,False
t9929,2025-04-15,utilities,147.4,171.57908333333333,313.758289057824,-0.07706277149183856,False,8.457499999999982,252.4375,False,False,False
t2699,2025-08-07,gas,44.62,84.77808823529412,299.82713509904016,-0.13393747107655526,False,7.237500000000004,105.4575,False,False,False
t8046,2025-06-07,food,24.53,36.979938162544165,168.11786331631885,-0.07405482033232381,False,1.118749999999995,51.88875,False,False,False
t4280,2025-04-02,other,30.59,118.9148635235732,265.9113593143569,-0.33215904635031673,False,-24.800000000000004,183.36,False,False,False
t374,2025-09-13,travel,270.38,726.4738322368421,1221.1300231853377,-0.3735014483118791,False,-154.4500000000001,1171.0900000000001,False,False,False
t625,2025-07-20,entertainment,39.42,94.38987458745875,235.87284393375344,-0.23304876335360344,False,-9.917500000000004,143.7025,False,False,False
t11618,2025-05-28,food,21.93,36.979938162544165,168.11786331631885,-0.08952016083042438,False,1.118749999999995,51.88875,False,False,False
t6097,2025-08-31,entertainment,62.09,94.38987458745875,235.87284393375344,-0.13693765695439866,False,-9.917500000000004,143.7025,False,False,False
t4984,2025-05-07,other,64.43,118.9148635235732,265.9113593143569,-0.20489859351650302,False,-24.800000000000004,183.36,False,False,False
t3489,2025-03-31,retail,108.72,124.89857504215851,219.24133142644965,-0.07379345371101273,False,-22.277500000000018,232.74250000000004,False,False,False
a220,2025-02-10,food,1995.59,36.979938162544165,168.11786331631885,11.650219811277708,True,1.118749999999995,51.88875,True,True,True
t2037,2025-04-13,food,17.86,36.979938162544165,168.11786331631885,-0.11372936691783564,False,1.118749999999995,51.88875,False,False,False
t8389,2025-06-04,retail,100.63,124.89857504215851,219.24133142644965,-0.11069343031380038,False,-22.277500000000018,232.74250000000004,False,False,False
t748,2025-02-08,food,12.65,36.979938162544165,168.11786331631885,-0.1447195299928756,False,1.118749999999995,51.88875,False,False,False
t9038,2025-04-04,utilities,101.13,171.57908333333333,313.758289057824,-0.2245329790166912,False,8.457499999999982,252.4375,False,False,False
t9146,2025-04-29,food,30.24,36.979938162544165,168.11786331631885,-0.04009055331534145,False,1.118749999999995,51.88875,False,False,False
t4448,2025-03-16,gas,37.36,84.77808823529412,299.82713509904016,-0.15815142355154338,False,7.237500000000004,105.4575,False,False,False
t11020,2025-05-16,utilities,144.98,171.57908333333333,313.758289057824,-0.08477571513156508,False,8.457499999999982,252.4375,False,False,False
t6744,2025-04-16,entertainment,36.12,94.38987458745875,235.87284393375344,-0.24703935228687987,False,-9.917500000000004,143.7025,False,False,False
t7503,2025-04-17,travel,445.39,726.4738322368421,1221.1300231853377,-0.23018337679031944,False,-154.4500000000001,1171.0900000000001,False,False,False
t3101,2025-06-20,gas,54.24,84.77808823529412,299.82713509904016,-0.10185231641961509,False,7.237500000000004,105.4575,False,False,False
t3300,2025-06-13,food,19.15,36.979938162544165,168.11786331631885,-0.10605617874762421,False,1.118749999999995,51.88875,False,False,False
t6246,2025-09-12,food,44.6,36.979938162544165,168.11786331631885,0.04532571189724473,False,1.118749999999995,51.88875,False,False,False
t8293,2025-04-23,retail,100.32,124.89857504215851,219.24133142644965,-0.11210739727880215,False,-22.277500000000018,232.74250000000004,False,False,False
t7567,2025-02-15,food,45.88,36.979938162544165,168.11786331631885,0.052939417988617316,False,1.118749999999995,51.88875,False,False,False
t3432,2025-04-14,food,36.36,36.979938162544165,168.11786331631885,-0.0036875210659662832,False,1.118749999999995,51.88875,False,False,False
t7119,2025-09-18,utilities,235.45,171.57908333333333,313.758289057824,0.20356726465606007,False,8.457499999999982,252.4375,False,False,False
t6806,2025-02-10,utilities,117.16,171.57908333333333,313.758289057824,-0.1734426953204866,False,8.457499999999982,252.4375,False,False,False
t1262,2025-05-28,food,28.67,36.979938162544165,168.11786331631885,-0.04942923969304061,False,1.118749999999995,51.88875,False,False,False
t648,2025-10-22,gas,60.61,84.77808823529412,299.82713509904016,-0.08060674103866822,False,7.237500000000004,105.4575,False,False,False
t20,2025-02-11,food,27.13,36.979938162544165,168.11786331631885,-0.05858947983422327,False,1.118749999999995,51.88875,False,False,False
t5609,2025-02-14,entertainment,47.73,94.38987458745875,235.87284393375344,-0.1978179166761711,False,-9.917500000000004,143.7025,False,False,False
t2146,2025-03-22,entertainment,39.02,94.38987458745875,235.87284393375344,-0.23474459231521272,False,-9.917500000000004,143.7025,False,False,False
t6921,2025-10-26,retail,133.28,124.89857504215851,219.24133142644965,0.03822921938719051,False,-22.277500000000018,232.74250000000004,False,False,False
t5923,2025-10-11,retail,67.47,124.89857504215851,219.24133142644965,-0.261942283731407,False,-22.277500000000018,232.74250000000004,False,False,False
t9412,2025-03-22,food,39.33,36.979938162544165,168.11786331631885,0.013978656349171654,False,1.118749999999995,51.88875,False,False,False
t2792,2025-04-08,retail,98.53,124.89857504215851,219.24133142644965,-0.1202719162057477,False,-22.277500000000018,232.74250000000004,False,False,False
t4955,2025-07-05,retail,82.22,124.89857504215851,219.24133142644965,-0.1946648232998721,False,-22.277500000000018,232.74250000000004,False,False,False
t6728,2025-07-19,utilities,148.21,171.57908333333333,313.758289057824,-0.07448116638928548,False,8.457499999999982,252.4375,False,False,False
t1906,2025-06-28,retail,118.92,124.89857504215851,219.24133142644965,-0.027269379378697046,False,-22.277500000000018,232.74250000000004,False,False,False
t2022,2025-09-16,retail,132.86,124.89857504215851,219.24133142644965,0.036313522208801095,False,-22.277500000000018,232.74250000000004,False,False,False
t5358,2025-01-31,entertainment,120.15,94.38987458745875,235.87284393375344,0.10921191682318533,False,-9.917500000000004,143.7025,False,False,False
t3502,2025-10-13,food,33.6,36.979938162544165,168.11786331631885,-0.020104574825488403,False,1.118749999999995,51.88875,False,False,False
t1370,2025-01-01,food,32.28,36.979938162544165,168.11786331631885,-0.02795620923221638,False,1.118749999999995,51.88875,False,False,False
t4768,2025-08-20,food,18.14,36.979938162544165,168.11786331631885,-0.11206386871034787,False,1.118749999999995,51.88875,False,False,False
t1369,2025-07-11,utilities,103.73,171.57908333333333,313.758289057824,-0.21624634535417514,False,8.457499999999982,252.4375,False,False,False
t9374,2025-07-02,gas,77.6,84.77808823529412,299.82713509904016,-0.02394075583893709,False,7.237500000000004,105.4575,False,False,False
t9785,2025-09-09,food,35.94,36.979938162544165,168.11786331631885,-0.006185768377197922,False,1.118749999999995,51.88875,False,False,False
t1942,2025-09-24,entertainment,98.75,94.38987458745875,235.87284393375344,0.018485067377089933,False,-9.917500000000004,143.7025,False,False,False
t7589,2025-02-02,retail,123.58,124.89857504215851,219.24133142644965,-0.006014263066090097,False,-22.277500000000018,232.74250000000004,False,False,False
t1979,2025-07-18,utilities,69.17,171.57908333333333,313.758289057824,-0.32639482972977285,False,8.457499999999982,252.4375,False,False,False
t8727,2025-05-21,retail,112.11,124.89857504215851,219.24133142644965,-0.05833104077115488,False,-22.277500000000018,232.74250000000004,False,False,False
t5365,2025-07-12,food,38.57,36.979938162544165,168.11786331631885,0.009458018357419195,False,1.118749999999995,51.88875,False,False,False
t3367,2025-09-27,food,20.48,36.979938162544165,168.11786331631885,-0.09814506226205738,False,1.118749999999995,51.88875,False,False,False
t6619,2025-02-18,retail,96.03,124.89857504215851,219.24133142644965,-0.1316748756009231,False,-22.277500000000018,232.74250000000004,False,False,False
t7114,2025-09-24,retail,161.41,124.89857504215851,219.24133142644965,0.16653531850170422,False,-22.277500000000018,232.74250000000004,False,False,False
t5047,2025-02-13,other,102.35,118.9148635235732,265.9113593143569,-0.06229468183038561,False,-24.800000000000004,183.36,False,False,False
t3890,2025-04-04,gas,55.98,84.77808823529412,299.82713509904016,-0.09604897243800638,False,7.237500000000004,105.4575,False,False,False
t3373,2025-06-30,food,29.41,36.979938162544165,168.11786331631885,-0.04502756585896585,False,1.118749999999995,51.88875,False,False,False
t4554,2025-01-09,food,30.81,36.979938162544165,168.11786331631885,-0.036700074821527096,False,1.118749999999995,51.88875,False,False,False
t11193,2025-05-21,food,21.06,36.979938162544165,168.11786331631885,-0.09469510168940419,False,1.118749999999995,51.88875,False,False,False
t3046,2025-01-08,entertainment,15.76,94.38987458745875,235.87284393375344,-0.3333570464327911,False,-9.917500000000004,143.7025,False,False,False
t4811,2025-01-17,utilities,53.81,171.57908333333333,313.758289057824,-0.37534971167448294,False,8.457499999999982,252.4375,False,False,False
t2334,2025-03-09,entertainment,14.98,94.38987458745875,235.87284393375344,-0.3366639129079292,False,-9.917500000000004,143.7025,False,False,False
t840,2025-01-12,food,8.21,36.979938162544165,168.11786331631885,-0.17112957299732423,False,1.118749999999995,51.88875,False,False,False
t5263,2025-07-19,food,37.5,36.979938162544165,168.11786331631885,0.003093435921662426,False,1.118749999999995,51.88875,False,False,False
t8517,2025-07-30,retail,109.33,124.89857504215851,219.24133142644965,-0.07101113161858993,False,-22.277500000000018,232.74250000000004,False,False,False
t10905,2025-07-03,retail,91.61,124.89857504215851,219.24133142644965,-0.15183530781159324,False,-22.277500000000018,232.74250000000004,False,False,False
t1435,2025-03-15,other,111.49,118.9148635235732,265.9113593143569,-0.02792232547988156,False,-24.800000000000004,183.36,False,False,False
t3858,2025-10-09,gas,54.43,84.77808823529412,299.82713509904016,-0.10121861793886472,False,7.237500000000004,105.4575,False,False,False
t4602,2025-08-22,travel,402.31,726.4738322368421,1221.1300231853377,-0.2654621752655425,False,-154.4500000000001,1171.0900000000001,False,False,False
t2674,2025-07-27,food,30.34,36.979938162544165,168.11786331631885,-0.03949573252695296,False,1.118749999999995,51.88875,False,False,False
t5181,2025-08-06,travel,722.14,726.4738322368421,1221.1300231853377,-0.0035490342179428534,False,-154.4500000000001,1171.0900000000001,False,False,False
t488,2025-03-06,food,14.27,36.979938162544165,168.11786331631885,-0.13508343322098218,False,1.118749999999995,51.88875,False,False,False
